PID	Common Name :: title	Scientific Name (Species) :: subTitle	Collector :: namePart	Artist :: namePart	dateCreated @keyDate="yes" @point="start"	publisher	dateCaptured	dateCreated @point="end"	Place Collected :: geographic	Time Period :: temporal	Description	Family Name (Latin)	Family Name (English)	Date(s) Collected	typeOfResource	note @type="medium"	internetMediaType	extent	languageTerm @type="code"	Source	Relation	Digital Collection :: title	OCLC Member Symbol	Physical Location	Institution Web Site	subLocation	Contact Information	Rights	Cite As	Object File Name	Migrated From	recordOrigin	recordCreationDate	recordChangeDate	fileSize	digitizedBy	imageManipulation	colorMode	cataloger	hardwareSoftware	alias	pointer	imageBitDepth	imageResolution	note @type="content"
lsu-sc-msw:78	Green Dragon	Arisaema dracontium (L.) Schott	Thomas, R. Dale (flowers)||Landry, Garrie (fruit)	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-02-15	1989	Morehouse Parish (flowers)||West Feliciana Parish (fruit)	1976-1989	"The green dragon is a close relative of the jack-in-the-pulpit, and the plants are quite similar in appearance. However, green dragon's one leaf is divided into five to fifteen segments, and jack-in-the-pulpit's, three to five segments. Green dragon's spadix is long and tapering and projects from a reduced spathe (the leaflike structure that surrounds and arches over the spadix of tiny, pollen- and seed-bearing flowers). Green dragon and jack-in-the-pulpit frequently grow together in mixed populations in moist, open woods with abundant leaf litter. Both species also have small underground corms containing calcium oxalate crystals and produce clusters of scarlet red fruit in the autumn." -- Lowell Urbatsch, in The Flora of Louisiana (Baton Rouge: LSU Press, 1991), p.4	ARACEAE	Arum Family	May 1, 1979	still image	watercolor drawings	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press,	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000011	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/13	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-05-04	2017-02-02	21.3 MB	ANH	Contrast and brightness adjusted to match original.	Color RGB	clg	Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne Capturing Software and Adobe Photoshop.	MSW	13	8-bit	600 dpi	
lsu-sc-msw:79	Green Hawthorn	Crataegus viridis L.	Smith, Emory	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-07-18	1989	East Baton Rouge Parish	1976-1989	"Green hawthorn is a small, rounded tree that grows in bottomland forests and swamps. The attractive cinnamon-brown color of its sinewy trunk is revealed by thin, exfoliating sheets of outer, grayish bark. Generally, but especially in juvenile plants, the numerous twigs are armed with long, slender, sharp thorns. Its leaves vary considerably in size and shape, ranging from ovate to oblong with several coarse teeth and a variable number of lobes. Rounded clusters of delicate, white to pink flowers with many stamens, somewhat resembling plum blossoms, cover the tree in late spring. Despite their visual appeal, the flowers have an objectionable, unpleasant odor. Mature fruits are oblong, red to reddish orange, and rather dry and tasteless, unlike those of the highly prized mayhaw, Crataegus opaca."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 195	ROSACEAE	Rose Family	March 20, 1981	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000052	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/65	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-07-26	2017-02-02	21.0 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	65	8-bit	600 dpi	Collection dates as appears on drawing: March 20, 1981 (flowers) and July 12, 1985 (fruit).
lsu-sc-msw:7	Arrowleaf Morning Glory	Ipomoea sagittata Poir.	Pruski, John	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-08-08	1989	St. Tammany Parish	1976-1989	"A denizen of the brackish marsh, arrowleaf morning glory is distributed in Louisiana in a narrow band along the coast. The arrowhead-shaped leaves of this plant are often visible above the surrounding marsh vegetation; its twining stems wrap around reeds, shrubs, and other objects for support. Throughout the summer and autumn months, vivid lavender-rose flowers with darker, reddish purple centers appear near the stem tips. The funnel-shaped corollas are about two inches in diameter and surround the five stamens inserted on the lower portion of the corolla tube. The fruit, a globose capsule, contains one to a few large seeds. The diverse genus Ipomoea comprises approximately fifteen hundred species, including I. batatas, the sweet potato, or yam, a plant that is commercially grown in Louisiana."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 52	CONVOLULACEAE	Morning Glory Family	October 14, 1981	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000096	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/237	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-11-04	2017-02-02	21.1 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	237	8-bit	600 dpi	Common name as appears on drawing is Morning glory. A note on drawing appears, "Caution! Pink colour may be fugitive."
lsu-sc-msw:80	Green-Fly Orchid	Epidendrum conopseum R. Br.	Cole, Harriet||Vandarneck, Patricia	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-07-19	1989	St. Helena Parish	1976-1989	"In southeastern Louisiana, the boughs of live oak and southern magnolia commonly provide suitable habitat for the slender, creeping rhizomes and numerous roots of the green-fly orchid. This species is epiphytic, not parasitic, since its nutrients are obtained from the rainwater in which it bathes. The aerial stems typically bear two or three dark green leaves and may terminate with a cluster of as many as twenty yellowish green flowers. Except for the three-lobed lip, each perianth segment has a linear to oblanceolate shape. Numerous tiny seeds are produced in each ellipsoidal capsule. The green-fly orchid ranges from east Texas to North Carolina and southward into Florida. It is the only epiphytic orchid in the Western Hemisphere that grows north of Florida."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 150	ORCHIDACEAE	Orchid Family	August 2, 1978	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000062	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/75	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-07-26	2017-02-02	20.9 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	75	8-bit	600 dpi	Collection dates and collection places as appears on drawing: 1975, St. Helena Parish; and then flowered and drawn on August 2, 1978 at the Royal Botanic Gardens in Kew, England. Polypodium polypodioides (Resurrection Fern) also appears in this drawing.
lsu-sc-msw:81	Hairy Spiderwort	Tradescantia hirsutiflora Bush	Robbins, Jim	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-09-23	1989	Bossier Parish	1976-1989	"Tradescantia or spiderworts are quite common, readily recognized, and often cultivated plants. Typically, they have slender, grasslike leaves with bases that sheathe the stem, and flowers in terminal clusters subtended by a leaflike bract. The flowers consist of three green sepals, three white, pink, or blue petals, six stamens supported on hairy filaments, and a single, three-parted pistil. On sunny days, the flowers are open early in the morning, but by midday, the petals actually seem to melt, leaving a droplet of bluish liquid. Hairy spiderwort is a relatively short, clumped perennial that usually has an abundance of nonglandular hairs on the stems and sepals. Its flowers are among the largest of our native species of spiderworts and range in color from deep purple to rose to white. Hairy spiderwort is known from all but some of the coastal parishes and those in the Mississippi River floodplain. Five other species of Tradescantia are reported for Louisiana, and the differences among them are rather technical."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p.64	COMMELINACEAE	Spiderwort Family	April 22, 1983	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000207	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/215	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-10-28	2017-02-02	19.3 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	215	8-bit	600 dpi	Common name as appears on drawing is Spider-wort.
lsu-sc-msw:82	Hairy Tangleberry	Gaylussacia mosieri Small	Givens, Florence M.	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-07-20	1989	St. Tammany Parish	1976-1989	"Hairy tangleberry, a deciduous to semievergreen shrub that may grow to three feet in height, inhabits the wet pine savannas and pitcher plant bog margins of extreme southeastern Louisiana and the Gulf Coastal Plain. Its small, simple, alternate leaves and branching clusters of urn-shaped flowers are reminiscent of the blueberries, to which it is related. However, berrylike fruits of the former are hard, dry, and inedible, unlike the succulent ones of blueberry. Another species, Gaylussacia dumosa, or dwarf huckleberry, often grows with hairy tangleberry, but it does not possess the numerous long, silky hairs seen on the flower stalk, or the floral tubes below the calyx lobes of the latter species."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 54	ERICACEAE	Heath Family	April 9, 1981	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000073	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/86	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-07-28	2017-02-02	21.0 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	86	8-bit	600 dpi	Common name as appears on drawing is Tangleberry.
lsu-sc-msw:83	Horned Bladderwort	Utricularia cornuta Michx.	Barker, Nancy||Givens, Florence M.||Rebertus, Alan	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-09-23	1989	St. Tammany Parish	1976-1989	"Horned bladder wort grows in water, in floating mats, and on land. When growing in a terrestrial habitat, it has creeping stems near the soil surface, and its narrow, simple, filiform leaves can be seen only if the soil is gently washed away from the stems. Its bladders, or traps, are minute and are borne along the leaf margins. Upright scapes to about one foot tall appear from summer to fall and normally support from one to as many as nine flowers. Its bright yellow corollas are about one inch wide with a helmet shaped lower lip and a down turned spur about one-half inch long. Horned bladderwort grows in the shallow water of ponds and ditches and in the wet soil of bogs and wet pinewoods of the eastern United States and southeastern Canada. Utricularia is a large, worldwide genus of mostly aquatic or wetland plants, but some South American species grow as epiphytes. Approximately ten other species of bladderworts are known to grow in Louisiana."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 104	LENTIBULARIACEAE	Bladderwort Family	August 22, 1983	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000211	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/220	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-10-28	2017-02-02	19.4 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	220	8-bit	600 dpi	Purple bladderwort (Utricularia purpurea) also appears on this drawing.
lsu-sc-msw:84	Hydrolea	Hydrolea ovata Nutt.	Clay, Keith||Givens, Florence M.	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-07-24	1989	Rapides Parish	1976-1989	"Hydrolea, a rhizomatous herbaceous species, grows along the margins of swamps and in wet ditches, where it may form extensive colonies. When in bloom, its showy clusters of brilliant blue flowers attract considerable attention. Hydrolea's bell-shaped corollas are composed of five petals that are about one-half inch in length. The five anthers of each flower are supported by long, arching filaments that attach to the corolla tube by dilated glandular bases. Individuals eager to pick one of these attractive plants are rudely surprised by sharp spines associated with each of the plant's ovate leaves. Hydrolea is a genus of about twenty species found primarily in tropical America."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 97	HYDROPHYLLACEAE	Waterleaf Family	July 20, 1984	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000088	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/101	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-08-01	2017-02-02	20.7 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	101	8-bit	600 dpi	
lsu-sc-msw:85	Indian Blanket or Firewheel	Gaillardia pulchella Foug.	Harris, Elizabeth||Cox, Patricia Pias	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-07-20	1989	Jefferson Parish	1976-1989	"Because of its gaudy, reddish purple heads with yellow-tipped rays, this species of Gaillardia has been appropriately called Indian blanket and firewheel. Color may vary considerably among the individual rays, from those that have broad, yellow tips to those that are completely reddish. This plant grows as a robust annual with alternate, smooth-margined or lobed, pubescent leaves. Indian blanket grows abundantly on coastal sand dunes and sandy cheniers, where it flowers almost year round. It grows in localities scattered throughout Louisiana, and its widespread distribution undoubtedly is due in part to the popularity of this species as a garden ornamental. The genus name honors an amateur French botanist, and the specific epithet means 'beautiful' or 'handsome.'" --Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 28	ASTERACEAE	Sunflower Family	March 20, 1989	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000071	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/84	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-07-28	2017-02-02	20.8 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	84	8-bit	600 dpi	Collection year as appears on the drawing is 1987.
lsu-sc-msw:86	Indian Paint Brush	Castilleja indivisa Engelm.	Dupre, David	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-03-31	1989	Evangeline Parish	1976-1989	"Although Indian paint brush carpets vast areas of southeastern Texas with its bright red floral displays, it is rather uncommon in Louisiana. The few reports of this plant come from scattered areas in the western part of Louisiana and may represent accidental introductions from Texas. Indian paint brush is an annual that may grow in dense colonies. Individual plants are about one foot in height and have numerous narrow leaves. The most colorful part of the flowering spikes are structures called bracts that are yellow with brilliant red tips, giving the appearance of having been dipped in paint. The flower petals are pale yellow and contribute little color to the plant. Castilleja, named in honor of the Spanish botanist Domingo Castillejo, is primarily a genus of the western United States, where some 250 species exhibit a perplexing degree of variability." -- Lowell Urbatsch, in The Flora of Louisiana (Baton Rouge: LSU Press, 1991), p.202	SCROPHULARIACEAE	Figwort Family	April 8, 1987	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press,	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000035	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/47	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-05-04	2017-02-02	21.3 MB	ANH	Contrast and brightness adjusted to match original.	Color RGB	ajb	Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	47	8-bit	600 dpi	
lsu-sc-msw:87	Indian Pink	Spigelia marilandica L.	Carroll, Neil	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-09-16	1989	St. Helena Parish	1976-1989	"Vivid, red, trumpet-shaped flowers with yellow inner surfaces typify the Indian pink, which inhabits rich, moist, somewhat shady woods throughout the Southeast. Indian pink grows up to two feet tall and produces several pairs of opposite, simple leaves along its upright, unbranched stems. Its five-merous flowers are arranged in a terminal, one-sided spike with the oldest flowers at the base and progressively younger ones towards the apex. Indian pink, a favorite of native-plant gardeners, returns from its underground rhizome year after year, consistently producing its floral display. It was an early introduction to England and was discussed in Philip Miller's Gardeners Dictionary, published in several editions prior to 1797. Spigelia, a genus of about fifty species that grow in the Western Hemisphere, is represented in this country by about three other species. Some botanists treat Spigelia as belonging to its own family, but more commonly it is placed in the Loganiaceae. This largely tropical family is represented in Louisiana by yellow jessamine and a few other species. Buddleja, a popular ornamental, and Strychnos, the source of the highly toxic strychnine, are often considered members of the logania family."--Lowell Urbatsch, in the Flora of Louisiana (Baton Rouge, LSU Press, 1991), p. 141	LOGANIACEAE	Logania Family	March 30, 1979	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000194	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/202	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-10-24	2017-02-02	19.1 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	202	8-bit	600 dpi	
lsu-sc-msw:88	Indian Plantain	Cacalia suaveolens L.	Urbatsch, Lowell	Stones, Margaret	1976	Louisiana State University (Baton Rouge, La.). Libraries	2006-07-17	1989	Natchitoches Parish	1976-1989		ASTERACEAE	Aster	May 6, 1995	still image	watercolor drawing	jp2	Approx. 57 x 38 cm	en	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	http://lsu.louisianadigitallibrary.org/lsu-msw%3Acollection	Native Flora of Louisiana - Watercolor drawings by Margaret Stones	LUU	Louisiana State University: LSU Libraries	http://lib.lsu.edu	Hill Memorial Library: Special Collections	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	Image copyright Louisiana State University. 'Description' reprinted by permission of Louisiana State University Press from Flora of Louisiana: Watercolor Drawings by Margaret Stones with Botanical Descriptions by Lowell Urbatsch. Copyright 1991 by Louisiana State University Press.	Native Flora of Louisiana: Watercolor Drawings by Margaret Stones, Louisiana Digital Library, Baton Rouge, La.	ms000228	http://cdm16313.contentdm.oclc.org/cdm/singleitem/collection/MSW/id/253	Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.	2006-12-09	2017-02-02	24.6 MB	KAS	Contrast and brightness adjusted to match original.	Color RGB	kas	: Imagery digitally captured with Sinar 4 in. by 5 in. Large Format Camera with a PhaseOne 4 in. by 5 in. Digital Studio Camera System Back. Software used includes PhaseOne capturing software and Adobe Photoshop.	MSW	253	8-bit	600 dpi	Scientific name as appears on drawing: Cacalea plantaginea
